  0.1418	  0.0951
  0.1547	  0.1067
  0.1676	  0.1183
  0.1805	  0.1299
  0.1934	  0.1415
  0.2063	  0.1508
  0.2192	  0.1624
  0.2320	  0.1740
  0.2449	  0.1856
  0.2578	  0.1972
  0.2707	  0.2088
  0.2836	  0.2204
  0.2965	  0.2297
  0.3094	  0.2413
  0.3223	  0.2529
  0.3352	  0.2622
  0.3481	  0.2738
  0.3610	  0.2854
  0.3739	  0.2970
  0.3867	  0.3063
  0.3996	  0.3179
  0.4125	  0.3295
  0.4254	  0.3387
  0.4383	  0.3503
  0.4512	  0.3596
  0.4641	  0.3712
  0.4770	  0.3805
  0.4899	  0.3898
  0.5028	  0.4014
  0.5157	  0.4107
  0.5285	  0.4223
  0.5414	  0.4315
  0.5543	  0.4408
  0.5672	  0.4524
  0.5801	  0.4617
  0.5930	  0.4710
  0.6059	  0.4803
  0.6188	  0.4919
  0.6317	  0.4988
  0.6446	  0.5104
  0.6575	  0.5197
  0.6704	  0.5290
  0.6832	  0.5360
  0.6961	  0.5476
  0.7090	  0.5545
  0.7219	  0.5638
  0.7348	  0.5708
  0.7477	  0.5800
  0.7606	  0.5893
  0.7735	  0.5986
  0.7864	  0.6079
  0.7993	  0.6125
  0.8122	  0.6218
  0.8250	  0.6311
  0.8379	  0.6404
  0.8508	  0.6450
  0.8637	  0.6543
  0.8766	  0.6636
  0.8895	  0.6682
  0.9024	  0.6775
  0.9153	  0.6821
  0.9282	  0.6914
  0.9411	  0.6984
  0.9540	  0.7053
  0.9668	  0.7100
  0.9797	  0.7193
  0.9926	  0.7239
  1.0055	  0.7309
  1.0184	  0.7378
  1.0313	  0.7425
  1.0442	  0.7494
  1.0571	  0.7564
  1.0700	  0.7610
  1.0829	  0.7680
  1.0958	  0.7726
  1.1087	  0.7773
  1.1215	  0.7842
  1.1344	  0.7889
  1.1473	  0.7935
  1.1602	  0.7981
  1.1731	  0.8028
  1.1860	  0.8074
  1.1989	  0.8121
  1.2118	  0.8167
  1.2247	  0.8190
  1.2376	  0.8237
  1.2505	  0.8283
  1.2634	  0.8329
  1.2762	  0.8353
  1.2891	  0.8399
  1.3020	  0.8422
  1.3149	  0.8469
  1.3278	  0.8492
  1.3407	  0.8515
  1.3536	  0.8561
  1.3665	  0.8561
  1.3794	  0.8608
  1.3923	  0.8608
  1.4052	  0.8654
  1.4180	  0.8654
  1.4309	  0.8701
  1.4438	  0.8701
  1.4567	  0.8701
  1.4696	  0.8747
  1.4825	  0.8747
  1.4954	  0.8747
  1.5083	  0.8747
  1.5341	  0.8793
  1.5470	  0.8793
  1.5599	  0.8793
  1.5727	  0.8793
  1.5856	  0.8793
  1.5985	  0.8793
  1.6114	  0.8793
  1.6243	  0.8793
  1.6372	  0.8793
  1.6501	  0.8793
  1.6630	  0.8793
  1.6759	  0.8747
  1.6888	  0.8747
  1.7017	  0.8747
  1.7145	  0.8747
  1.7274	  0.8701
  1.7403	  0.8701
  1.7661	  0.8654
  1.7790	  0.8654
  1.7919	  0.8608
  1.8048	  0.8585
  1.8177	  0.8561
  1.8306	  0.8515
  1.8435	  0.8515
  1.8564	  0.8469
  1.8692	  0.8446
  1.8821	  0.8422
  1.8950	  0.8376
  1.9079	  0.8329
  1.9208	  0.8329
  1.9337	  0.8260
  1.9466	  0.8237
  1.9595	  0.8190
  1.9724	  0.8144
  1.9853	  0.8097
  1.9982	  0.8074
  2.0110	  0.8028
  2.0239	  0.7981
  2.0368	  0.7935
  2.0497	  0.7865
  2.0626	  0.7819
  2.0755	  0.7749
  2.0884	  0.7703
  2.1013	  0.7657
  2.1142	  0.7587
  2.1271	  0.7541
  2.1400	  0.7471
  2.1529	  0.7425
  2.1657	  0.7378
  2.1786	  0.7285
  2.1915	  0.7239
  2.2044	  0.7146
  2.2173	  0.7100
  2.2302	  0.7030
  2.2431	  0.6961
  2.2560	  0.6891
  2.2689	  0.6821
  2.2818	  0.6728
  2.2947	  0.6682
  2.3076	  0.6589
  2.3204	  0.6543
  2.3333	  0.6450
  2.3462	  0.6357
  2.3591	  0.6264
  2.3720	  0.6218
  2.3849	  0.6125
  2.3978	  0.6032
  2.4107	  0.5940
  2.4236	  0.5870
  2.4365	  0.5800
  2.4494	  0.5708
  2.4622	  0.5615
  2.4751	  0.5522
  2.4880	  0.5429
  2.5009	  0.5336
  2.5138	  0.5244
  2.5267	  0.5151
  2.5396	  0.5058
  2.5525	  0.4965
  2.5654	  0.4872
  2.5783	  0.4780
  2.5912	  0.4687
  2.6041	  0.4594
  2.6169	  0.4501
  2.6298	  0.4385
  2.6427	  0.4292
  2.6556	  0.4176
  2.6685	  0.4083
  2.6814	  0.3991
  2.6943	  0.3875
  2.7072	  0.3782
  2.7201	  0.3666
  2.7330	  0.3573
  2.7459	  0.3480
  2.7587	  0.3364
  2.7716	  0.3248
  2.7845	  0.3155
  2.7974	  0.3039
  2.8103	  0.2923
  2.8232	  0.2831
  2.8361	  0.2715
  2.8490	  0.2599
  2.8619	  0.2506
  2.8748	  0.2390
  2.8877	  0.2274
  2.9006	  0.2158
  2.9134	  0.2042
  2.9263	  0.1926
